Прізвище,Ім'я,Побатькові,Стать,Дата народження,Посада,Місто проживання,Адреса,Телефон,Email
Власенко,Лілія,Олегівна,Жінка,1949-08-18 00:00:00,Живописець,хутір Дмитро,"Шеремет узвіз, 809, місто Борислав, 54492",+38 384 738 43 55,halynaatroshchenko@baran.com
Євтушок,Пріска,Михайлівна,Жінка,1986-03-25 00:00:00,Гінеколог,хутір Валентин,"Колесниченко узвіз, 016, місто Наталія, 15072",+38 720 238-72-07,asaienko@gmail.com
Шовкопляс,Леон,Петрович,Чоловік,1950-10-23 00:00:00,Сантехнік,хутір Єфрем,"Верхола узвіз, 5, місто Демʼян, 14142",+38 966 934 97 27,azar01@gmail.com
Швачко,Пантелеймон,Вадимович,Чоловік,1969-09-02 00:00:00,Детектив,місто Єлисавета,"Лесик узвіз, 352, селище Орися, 03104",672-59-07,kkhrystych@chupryna-babenko.com
Перепелиця,Світлана,Дмитрівна,Жінка,1951-12-31 00:00:00,Кінокритик,село Марія,"Ващук узвіз, 5, хутір Богуслава, 31797",024 809 08 55,kbabʼiak@gmail.com
Бевзенко,Марʼяна,Григорівна,Жінка,1944-12-16 00:00:00,Ботанік,місто Леопольд,"Устенко узвіз, 357, селище Йосип, 32797",+38 519 739-99-96,bezborodʹkystefan@rudʹko.net
Ляшко,Микита,Дмитрович,Чоловік,1965-04-06 00:00:00,Громадський діяч,хутір Адам,"Гресь узвіз, 490, селище Михайлина, 64904",027 668-66-29,leonidhavrysh@gmail.com
Рубан,Демид,Григорович,Чоловік,1946-10-21 00:00:00,Музичний редактор,хутір Вʼячеслав,"проспект Батіг, 374, селище Азар, 15662",+38 241 378-30-55,andreikosolomiia@i.ua
Захарченко,Маруся,Григорівна,Жінка,1980-06-16 00:00:00,Електрослюсар,місто Аніта,"провулок Яремків, 12, місто Остап, 09934",005 808-19-32,zabarapriska@gmail.com
Карпа,Ярина,Володимирівна,Жінка,1970-07-09 00:00:00,Євнух,місто Пилип,"вулиця Супруненко, 3, селище Демид, 84016",+38 449 480-84-89,taras83@lahoda.ua
Токар,Юхим,Костянтинович,Чоловік,1938-02-09 00:00:00,Штукатур,хутір Артем,"проспект Остапчук, 0, хутір Лілія, 33055",+38 (183) 773-34-31,ivanbezborodʹko@gmail.com
Ісаєвич,Арсен,Григорович,Чоловік,1991-03-03 00:00:00,Ювелір,місто Захар,"провулок Павличенко, 907, село Едита, 21704",+38 (561) 877-77-52,khrystyna26@ukr.net
Михайлюк,Едуард,Петрович,Чоловік,1941-08-12 00:00:00,Мистецтвознавець,село Борислав,"провулок Баран, 77, селище Орест, 72470",+38 (667) 691-61-98,martymovych@ukr.net
Забара,Златослава,Михайлівна,Жінка,1996-04-03 00:00:00,Громадський діяч,хутір Оксана,"набережна Захарченко, 37, місто Людмила, 97672",381 62 67,ihor43@vanchenko-yermolenko.com
Дзиндра,Емілія,Вікторівна,Жінка,2003-06-30 00:00:00,Бізнесмен,місто Ярослав,"проспект Базилевський, 25, місто Владислав, 104901",461-92-39,anastasiiariabetsʹ@meta.ua
Копитко,Дан,Юрійович,Чоловік,1966-08-03 00:00:00,Випробувач,селище Устим,"проспект Сомко, 78, село Мирослав, 54977",681 85 42,ukorolenko@gmail.com
Гоголь,Петро,Назарович,Чоловік,1957-04-24 00:00:00,Юрист,селище Трохим,"майдан Забашта, 6, село Єлисавета, 109598",971-53-72,danylo28@gmail.com
Іваничук,Герман ,Назарович,Чоловік,1968-03-20 00:00:00,Швачка,хутір Дарина,"Оберемко узвіз, 360, місто Лукʼян, 16006",532 40 39,ruslanandrusenko@i.ua
Кириленко,Ігор,Петрович,Чоловік,1968-05-04 00:00:00,Фізик,село Зорян,"набережна Ірванець, 150, хутір Богуслав, 108972",904-96-50,iiushchenko@gmail.com
Їжак,Леонід,Георгійович,Чоловік,1994-03-09 00:00:00,Різноробочий,село Антон,"Черненко узвіз, 7, селище Володимир, 73759",027 894-86-23,mkarmaliuk@pavlychenko-danʹkevych.ua
Ніколюк,Богданна,Артемівна,Жінка,1997-10-02 00:00:00,Зоолог,селище Юстина,"Левченко узвіз, 922, місто Сніжана, 61861",001 959-74-01,azarderhach@skoryk.укр
Опанасенко,Єфрем,Юрійович,Чоловік,1950-04-13 00:00:00,Акушер,селище Тереза,"Свириденко узвіз, 84, хутір Олена, 18001",+38 187 774 38 75,matiashiarema@i.ua
Бабиченко,Валентин,Костянтинович,Чоловік,1977-01-19 00:00:00,Дантист,селище Лесь,"Бакуменко узвіз, 73, село Євген, 78383",+38 560 887-76-78,zinkevychleon@ukr.net
Сомко,Тимофій,Михайлович,Чоловік,1955-10-23 00:00:00,Слідчий,місто Вʼячеслав,"Барабаш узвіз, 224, місто Семен, 84726",621-88-28,hshcherbak@sirko.com
Верес,Леон,Олегович,Чоловік,1973-04-02 00:00:00,Диригент,місто Пилип,"Макогон узвіз, 898, селище Оксана, 48390",+38 195 560-06-67,amaliia33@skorobohatʹko-yerʹomenko.org
Непорожній,Ліза,Іванівна,Жінка,1993-07-05 00:00:00,Провізор,місто Роман,"проспект Онищенко, 19, селище Аврелій, 24010",105 37 12,alevtyndzyndra@artemenko.укр
Романенко,Володимира,Дмитрівна,Жінка,1952-07-31 00:00:00,Модельєр,селище Аркадій,"Франко узвіз, 39, село Яків, 42790",056 305 07 93,iaremamykolai@email.ua
Рак,Климент,Назарович,Чоловік,1969-09-20 00:00:00,Громадський діяч,хутір Едита,"майдан Деряжний, 92, місто Анастасія, 43845",+38 652 082-72-87,prokopovychleonid@bandurka-zabarnyi.com
Ященко,Соломія,Вадимівна,Жінка,1965-10-15 00:00:00,Програміст,село Віолетта,"набережна Христенко, 0, селище Геннадій, 52996",+38 (707) 189-82-76,darynaandriichuk@i.ua
Христенко,Віолетта,Олександрівна,Жінка,1989-03-19 00:00:00,Мистецтвознавець,селище Степан,"провулок Негода, 078, місто Костянтин, 42741",076 720 85 17,shcherbakorest@stelʹmakh.net
Ярема,Макар,Петрович,Чоловік,2006-10-17 00:00:00,Петрограф,село Георгій,"провулок Бабич, 3, хутір Надія, 05688",+38 894 384-83-51,vivcharenkopylyp@gmail.com
Бабʼюк,Маруся,Георгіївна,Жінка,1958-07-01 00:00:00,Музикант,селище Микита,"Притула узвіз, 88, село Остап, 34120",+38 165 881-96-54,prymachenkomykyta@email.ua
Самойленко,Захар,Дмитрович,Чоловік,2002-10-26 00:00:00,Підприємець,селище Захар,"вулиця Жарко, 97, хутір Петро, 18543",+38 (427) 802-32-87,wriaboshapka@syrotenko.com
Червоненко,Соломія,Анатоліївна,Жінка,1989-06-04 00:00:00,Кінорежисер,хутір Йосип,"проспект Чарниш, 23, хутір Алла, 88635",+38 139 925-42-80,shamraidanna@meta.ua
Туркало,Варфоломій,Дмитрович,Чоловік,1942-06-09 00:00:00,Піаніст,село Михайлина,"Ірванець узвіз, 83, село Христина, 42868",+38 320 956-54-54,symoniushchenko@zasiadʹko-tovstolis.net
Комар,Оксенія,Георгіївна,Жінка,1951-09-30 00:00:00,Хореограф,місто Маруся,"провулок Бевзенко, 6, селище Яків, 53827",+38 655 461-72-99,babʼiukiarema@gmail.com
Абрамчук,Миколай,Данилович,Чоловік,1962-01-18 00:00:00,Кушнір,місто Марина,"бульвар Непорожній, 704, хутір Максим, 105969",936-94-06,bazylevychorest@email.ua
Романенко,Розалія,Вікторівна,Жінка,1989-04-06 00:00:00,Паблік рилейшнз,селище Михайло,"проспект Колісниченко, 949, село Опанас, 94039",+38 564 510-52-63,alʹbert51@shylo.ua
Сич,Богодар,Артемович,Чоловік,1982-12-28 00:00:00,Маркетолог,хутір Соломія,"проспект Пушкар, 511, місто Євген, 102430",+38 201 424-38-14,varfolomiidrozd@onyshchenko.com
Атрощенко,Августин,Олександрович,Чоловік,2003-12-05 00:00:00,Музичний редактор,місто Одарка,"провулок Семенченко, 49, село Валерій, 37719",+38 183 739-85-94,ustymdrozdenko@barabash.org
Артимович,Данна,Георгіївна,Жінка,1978-04-11 00:00:00,Дизайнер,місто Богуслава,"бульвар Макаренко, 197, селище Мирон, 01313",+38 505 458-97-06,dannabatih@balaban-tychyna.info
Гайденко,Ганна,Назарівна,Жінка,1978-02-14 00:00:00,Громадський діяч,селище Валентин,"Абрагамовський узвіз, 3, місто Надія, 15930",222-32-31,mykhailyna53@levchenko.org
Стельмах,Ірена,Артемівна,Жінка,1983-09-28 00:00:00,Редактор,село Аніта,"Ткаченко узвіз, 1, хутір Костянтин, 15839",087 252 04 17,boryslaviakymenko@gmail.com
Базилевський,Спас,Дмитрович,Чоловік,1945-01-19 00:00:00,Хімік,селище Ілля,"Їжак узвіз, 6, хутір Людмила, 33374",+38 684 634-33-41,qruban@i.ua
Ємельяненко,Миколай,Назарович,Чоловік,1979-02-01 00:00:00,Електромонтер,село Андрій,"Козак узвіз, 03, село Ярема, 53552",097 441 41 96,dashenkoada@gov.ua
Чуйко,Роман,Володимирович,Чоловік,1969-12-12 00:00:00,Продюсер,місто Орина,"майдан Абрамчук, 678, село Климент, 108083",+38 236 115-40-94,ddemʼianiuk@shukhevych.укр
Закусило,Марина,Григорівна,Жінка,1961-11-07 00:00:00,Письменник,селище Лілія,"провулок Асаула, 665, місто Трохим, 18572",+38 104 492-85-12,harkhypenko@gmail.com
Сірченко,Святослава,Ільївна,Жінка,1966-03-13 00:00:00,Електромонтер,місто Трохим,"Гриценко узвіз, 14, хутір Спас, 06436",+38 (144) 595-42-04,odarka73@i.ua
Тесленко,Захар,Вікторович,Чоловік,1998-05-02 00:00:00,Археолог,місто Зорян,"Дергач узвіз, 6, хутір Лілія, 25816",954-04-44,shvachkataras@ukr.net
Василенко,Назар,Юрійович,Чоловік,1963-01-18 00:00:00,Промисловець,місто Гордій,"проспект Іваненко, 9, селище Аарон, 107120",+38 139 150 82 16,levko38@email.ua
